Index,Index,Year,Title,Authors,Abstract,Topics,Predict
145,145,2014.0,"Internet of Things: Trends, Challenges and Applications","Yeo, KS; Chian, MC; Ng, TCW; Tuan, DA","This paper gives an overview of the trends, challenges and applications of the Internet of Things (IoT). It is paving the way towards a smart, interconnected world with infinite opportunities. The multidisciplinary scenario of internet, wireless sensor networks and data fusion which computational intelligence is distributed throughout the physical environment will enable new breeds of services, applications and systems. IoT is the next driver for electronics, in particular IC design in the IoT era will change and shape semiconductor innovation and manufacturing. An IC design in cloud is proposed as a turn-key infrastructure for IoT development.",0,1
147,147,2012.0,Reading Sport: Application System Architecture of Internet of Things in Sport,"Qiao, KM; Sun, W","Reading china is the important strategic thought in the exploitation and application of internet of things. It represents the developing direction of the information technology in next generation. Reading Sport is to use the internet of things to develop sport resources to a further depth and extent, to manage sport system perfectly and finally make service for the strategy of powerful sport nation. This paper discusses the application foreground and system of internet of things in sport. Things are the main part in application. Connection of things is the goal in technology. Human's demand is the center in application prospect. Keywords: internet of things, information technology, application system",2,1
149,149,2016.0,Twenty Security Considerations for Cloud-Supported Internet of Things,"Singh, J; Pasquier, T; Bacon, J; Ko, H; Eyers, D","To realize the broad vision of pervasive computing, underpinned by the Internet of Things (IoT), it is essential to break down application and technology-based silos and support broad connectivity and data sharing; the cloud being a natural enabler. Work in IoT tends toward the subsystem, often focusing on particular technical concerns or application domains, before offloading data to the cloud. As such, there has been little regard given to the security, privacy, and personal safety risks that arise beyond these subsystems; i.e., from the wide-scale, cross-platform openness that cloud services bring to IoT. In this paper, we focus on security considerations for IoT from the perspectives of cloud tenants, end-users, and cloud providers, in the context of wide-scale IoT proliferation, working across the range of IoT technologies (be they things or entire IoT subsystems). Our contribution is to analyze the current state of cloud-supported IoT to make explicit the security considerations that require further work.",0,1
150,150,2018.0,GeoFPE: Format Preserving Encryption of Geospatial Data for the Internet of Things,"Lenk, A; Marcus, P; Povoa, I","The rise Internet of Things (IoT) over the last years has allowed more and more devices to be connected and interact between themselves. Many of these devices, such as vehicles have to deal with geographic information, often considered as sensitive by many car manufacturers, like the BMW Group. For securely storing this geographic information, usually block ciphers are used. Unfortunately, they imply the disadvantage of breaking existing formats and compatibilities. To address this problem, we propose a new algorithm for storing geographic spatial information in IoT devices and the Cloud securely while preserving the existing format.",0,1
151,151,2015.0,The Distributed Mobile Cloud Supporting the Internet of Things,"Grigoras, D; Gepner, P","the Internet of Things (IoT) aims at connecting all communicating things that surround us. The acts of addressing billions of heterogeneous devices, interconnecting them and running cost-effective applications on top of them require new architectures, services and protocols. This position paper presents our thoughts on IoT and discusses a distributed cloud model for supporting IoT and its applications.",0,1
152,152,2016.0,A Utility Paradigm and Roadmap of Internet-of-Things in Thailand for Digital Economy Development towards ASEAN Economic Community,"Noymanee, J; San-Um, W; Theeramunkong, T","While the ASEAN Economic Community (AEC) is on the rise in global economy, a digital economy is consequently an effective and efficient policy, which is necessary to stimulate a rapid growth in an average Gross Domestic Product (GDP). Internet of Things (IoT), in which physical perceptions, cyber interactions, social correlations, and cognitive process can be united through ubiquitous interconnections, potentially enables a success in digital economy policy. Thailand as a part of AEC has realized the importance of the design and implementation of IoT ranging from physical layer to application layer. This paper presents the roadmap of IoT in Thailand towards AEC. In accordance to Thai environments and possible application platforms, the current status of IoT is described in terms of Internet-of-Device (IoO), Internet-of-Service (IoS), Internet-of-People (IoP), and Internet-of-Intelligence (IoI). The roadmap of IoT for Thailand until the year 2020 and beyond is suggested as for a perspective on an opportunity in international trading and investments. Challenges in major IoT implementation issues in Thailand such as security, standardization, and interoperability are also discussed. This paper offers new perspectives, utility paradigm, social and economic impacts of IoT implementation in Thailand as a potential country in terms of markets and production hubs in South East Asia region.",0,1
153,153,2020.0,"Internet of Everything (IoE) and Internet of Things (IoTs): Threat Analyses, Possible Opportunities for Future","Tyagi, AK; Nair, MM","Internet of Things (IoTs) or Internet Connected Things are changing human's being life a lot (in terms of living or accessibility). IoTs is merging of several things for building an infrastructure (like cyber physical systems, smart ecosystems) with using internet (for making communication system) to establish a smart interaction among people, applications and surrounding objects/ devices (like Road Side Units, access points, street light, etc.). Together this, Cloud is recognised as a crucial component of IoTs, which is used to provides valuable applications/ specific services in several areas like defence, farming, Transportation, home automation, etc. Also, cloud is used to provide storage to these connected devices. Now days, several IoT cloud providers are emerging into the market to increase the need or fulfil need of users/ consumers (i.e., by IoT based services). In result, Internet of Things (IoTs) based cloud (or cloud based IoTs) are everywhere in our daily lives/ applications like homes, hospitals, streets, prevent fires, and many more beneficial applications. This scenario is known as Internet of Everything. But, using such devices/ technology or much involvement of these IoT based clouds create several issues and challenges which has been presented in this article as a literature (in detail). In summary, this work investigates several research issues for future researcher (which are need to be focused), it also provide a direction for future (i.e., with respect to device management, system management, heterogeneity management, data management, tools for analysis, deployment, monitoring, visualization, and research). In last, few challenges also have been discussed that the researchers should take focus on in near future (in the next decade). This article provide a road to future researchers to work in respective area or in Internet of Things (IoTs) based cloud (or cloud based IoTs).",3,1
154,154,2020.0,"Internet of Things Market Analysis Forecasts, 2020-2030","Al-Sarawi, S; Anbar, M; Abdullah, R; Al Hawari, AB","Internet of Things (IoT) environment consists of an enormous smart device that communicate with each other, so they can gather and transmit the sensing information into IoT network. Besides, IoT has now a wide range of live applications such as transportation, smart home, healthcare, industry, smart environment, smart city as well social gaming robots and personal. In parallel, Industrial Internet of Things (IIoT) is empowered by more momentum as businesses integration between Artificial Intelligence (AI), Big-data and IoT technologies. According to the International Data Corporation (IDC), the worldwide market for IoT solutions including intelligent systems, connectivity services, infrastructure, applications, security, analytics, and professional services has observed an annual growth rate of 20% CAGR (Compound Annual Growth Rate). Furthermore, IoT will play a crucial role in the near future as per the worldwide statistics. It is expected that there will be a considerable amount of cash flow through the worldwide market in the upcoming years for IoT. At the same time, this paper explicitly provides forecast statistics between 2020 till 2030, as it helps organizations and decision makers in many areas, such as industrial and manufacturing, healthcare and lifestyle, energy and utilization, and many other areas related to IoT spending by sector that show expected growth forecasted in this paper.",0,1
155,155,2014.0,Research Directions for the Internet of Things,"Stankovic, JA","Many technical communities are vigorously pursuing research topics that contribute to the Internet of Things (IoT). Nowadays, as sensing, actuation, communication, and control become even more sophisticated and ubiquitous, there is a significant overlap in these communities, sometimes from slightly different perspectives. More cooperation between communities is encouraged. To provide a basis for discussing open research problems in IoT, a vision for how IoT could change the world in the distant future is first presented. Then, eight key research topics are enumerated and research problems within these topics are discussed.",0,1
156,156,2013.0,Building information architecture of the Internet of Things,"Zhang, X","This paper discusses the origin and baseline of information architecture in the Internet of Things with its modeling and structures in system and customer views. It also explores the differences and highlights several ways to sort information into groups of extreme value, some value and useless. Finally, an architecting model and the method to process information are shown to depict the structure of the Internet of Things.",2,1
159,159,2016.0,On Networking of Internet of Things: Explorations and Challenges,"Ma, HD; Liu, L; Zhou, AF; Zhao, D","Internet of Things (IoT), as the trend of future networks, begins to be used in many aspects of daily life. It is of great significance to recognize the networking problem behind developing IoT. In this paper, we first analyze and point out the key problem of IoT from the perspective of networking: how to interconnect large-scale heterogeneous network elements and exchange data efficiently. Combining our on-going works, we present some research progresses on three main aspects: 1) the basic model of IoT architecture; 2) the internetworking model; and 3) the sensor-networking mode. Finally, we discuss two remaining challenges in this area.",0,1
160,160,2016.0,Energy Aware Internet of Things using Gaussian Membership Function,"Singh, S; Kaur, H","The Internet of things (IoT) evolves when everyday ordinary objects have inter-connected microchips inside them. The existing literature has ignored the use of Bell shaped as membership functions in fuzzy logic based Internet of things. These shapes have tendency to increase accuracy and precision of Internet of things. The existing methodologies involved traditional triangular membership functions that used fixed parameters. If these parameters get changed, results would lead to reduction in energy consumption. To give smooth move between levels, Bell shaped membership functions can be utilized. They can guide for firing the maximum number of rules in the rule base and from now on a more precise representation of the input output relationship is accomplished. In this paper we have designed a Gaussian membership function to design and implement Internet of things. Experimental results clearly indicate that the proposed technique outperforms over the available technique.",1,1
161,161,2018.0,Opportunistic Cyberphysical Services: A Novel Paradigm for the Future Internet of Things,"Fortino, G; Russo, W; Savaglio, C; Viroli, M; Zhou, MC","Services have a paramount importance for unfolding the potential of the future Internet of Things (IoT), a dense, open, cyberphysical ecosystem in which humans, conventional computing systems and daily objects straightforwardly interoperate. By summarizing our previous contributions in such novel research context, this paper promotes our vision of Opportunistic IoT Services and a full-fledged approach to their modeling according to their opportunistic properties. Its effectiveness and flexibility is illustrated by means of two case studies, related to the Industrial IoT and Smart City scenarios.",0,1
163,163,2018.0,Routing in Internet of Things: Review,"Chandrashekhara, BG; Veena, KN","The unification of the sensor devices, Internet and Radio Frequency Identification frame-works has instigated the idea of Internet of Things (IOT), which helps to connect our daily things, making them smart through perception of signals, thinking, and collaborating with other devices. The IOT frame work tries to connect anybody with anything at anyplace, in spite of the fact that the internet of things becoming a key framework for the improvement of smart IOT network. IOT network has the great potential for the extensive variety of applications like smart City, smart homes, atmospheric condition, human health monitoring, logistics, and so forth. To transfer this IOT visualization into actuality, routing protocols are essential to create bridge between these devices in a decentralized, self-composed and changing infrastructure. Large numbers of nodes in the IOT may subject to constant mobility that may leads to asymmetrical interconnection between the devices which may results in the dynamicity of the topology. Because of this topological variations and constraint resources in IOT devices become great challenge of routing in IOT. In this paper we made survey on several papers to know the cluster based IOT network, IOT routing, routing techniques, issues and challenges in IOT.",0,1
164,164,2012.0,Mobile Data Management Frame of Internet of Things,"Wang, JM; Fan, TR; Hu, YX","Internet of things is just like a huge sensor and actuator network, collects, stores, and organizes those data as the content for people and machines to search. A large amount of nodes are recording, transferring and storing these data, and there are many other nodes, through the transformation of intermediate node, integrating the data into the information which is used for searching, analyzing and employing. The paper, based on the new generation of Internet Protocol IPv6, puts forward a model of mobile data management of internet of things and analyzes the fundamental function and workflow of this model.",1,1
165,165,2018.0,Consumer Perception of Internet of Things,"Sulkowski, L; Kaczorowska-Spychalska, D","The Internet of Things (IoT) is increasingly perceived as a subsequent stage of digital evolution, in which devices surrounding us communicate with one another, more and more often without human participation. A growing amount of data, speed of its transmission and unlimited opportunities of application indicate a pace of transformation of our life. And despite the fact that this is still an innovative solution, its significance becomes visible in consumer, industrial and public space influencing a form and character of contemporary management. A consumer plays a crucial role in that process as through their perception they condition a level and dynamics of acceptance of new solutions as well as their market potential. New technologies definitely become a key factor in creating a value by a consumer and for a consumer.",0,1
166,166,2014.0,Ontology-based Semantic Modeling and Evaluation for Internet of Things Applications,"Ma, M; Wang, P; Chu, CH","Internet of Things (IoT) is a major paradigm shift from traditional Internet applications that connects things / objects to the Internet for automatic sensing, information processing, understanding, reasoning, decision and response to virtual and physical world. Due to its highly distributed and heterogeneous characteristics, it requires more semantic interactions between different scenarios. Therefore, interoperability is one of the most fundamental requirements for IoT systems. Currently, semantic modeling for IoT applications has significant deficiency in its reusability and interoperability. In this paper, we propose a semantic information model for IoT applications, named OntoloT. This model has a two-level architecture including a set of general upper ontology and flexible interfaces for different application domain ontology extensions. We have preliminarily implemented the OntoloT framework and domain extension in selected scenarios of smart space and healthcare. A data-driven and other ontology evaluation approaches are used to prove the scalability and interoperability of OntoloT. Result demonstrates that, compared to other test ontologies, OntoloT is more suitable for the given application scenario.",3,1
167,167,2020.0,Toward the Internet of Things for Physical Internet: Perspectives and Challenges,"Tran-Dang, H; Krommenacker, N; Charpentier, P; Kim, DS","The Physical Internet (PI, or pi) paradigm has been developed to be a global logistics system that aims to move, handle, store, and transport logistics products in a sustainable and efficient way. To achieve the goal, the PI requires a high-level interconnectivity in the physical, informational, and operational aspects enabled by an interconnected network of intermodal hubs, collaborative protocols, and standardized, modular, and smart containers. In this context, PI is a key player poised to benefit from the Internet-of-Things (IoT) revolution since it potentially provides an end-to-end visibility of the PI objects, operations, and systems through ubiquitous information exchange. This article is to investigate opportunities of application of the IoT technology in the PI vision. In addition, an IoT ecosystem (pi-IoT) encompassing key enabling IoT technologies, building blocks, and a service-oriented architecture (SoA) is proposed as a potential component for accelerating the implementation of PI. The major challenges regarding the deployment of IoT into the emerging logistics concept are also discussed intensively for further research.",0,1
168,168,2017.0,Hedonic Model Study for Retargeting Advertising Based on Space-Centered Internet of Things,"Kim, BR; Chung, MS; Yoon, YI","This paper is focused on hedonic model study for retargeting advertising Based Internet of Things using useful information. Many research related to the existing Internet of things, relatively not many study for effective advertising model based Internet of Things. So, this paper is designed more information, fun, interactive advertising model based on Internet of Things. Therefore, result of this paper show that implication to produce advertising based on Internet of Things provides a practical guide.",3,1
170,170,2014.0,Short Paper: Wireless Sensor Network Management for Sustainable Internet of Things,"Kim, J; Yu, S; Lee, J","Conventional network management was based on wired network, which is unsuitable for resource constrained devices. WSNs consist Internet of Things (IoT) can be large scale networks, and it is impossible to manage each node individually. In this paper, we propose a network management protocol for WSNs to reduce management traffic.",1,1
171,171,2016.0,A Proficient Heuristic for Selecting Friends in Social Internet of Things,"Arjunasamy, A; Ramasamy, T","Internet of things (IOT) has a large number of smart objects which automatically interacts with each other through various communication protocols. They also cooperate with their neighbors to reach common goals. As the number of devices on the internet increases, the searching for right device which would provide the desired service becomes essential. Social networking concepts are incorporated into Internet of Things called Social Internet of Things (SIOT). Smart objects can find the desired services through its friends in a decentralized manner using only local information. In this work, a heuristic for efficient selection of friends is proposed to improve the overall network navigability. An analysis is also performed based on giant component, local clustering coefficient, average path length and average degree of connections.",1,1
172,172,2016.0,A Secure Network Architecture for the Internet of Things Based on Local Authorization Entities,"Kim, H; Wasicek, A; Mehne, B; Lee, EA","Security is essential to enable the Internet of Things (IoT). Key security measures that work well on the traditional Internet, however, do not necessarily adapt well to the IoT. Specifically, authentication and/or authorization based on certificates provided by certificate authorities (CAs) cannot, in current form, scale to the expected 50 billion devices. And widely used encryption technologies for the Internet require too much energy for resource-constrained devices. This paper describes a secure network architecture with key distribution mechanisms using local, automated authorization entities. The architecture provides security guarantees while addressing IoT-related issues including resource constraints. For evaluation, we show that the architecture's overhead scales at a significantly slower rate than widely used SSL/TLS and works well with resource-constrained devices.",0,1
173,173,2015.0,A Trustworthy Mobile Solution for Healthcare Based on Internet of Things,"Kang, K; Wang, C","Healthcare services based on the Internet of Things (Health-IoT) has great potential. The popularity of intelligent mobile medical devices, wearable bio-medical sensor devices, cloud computing and big data analysis have dramatically changed the usage pattern and business rule of Health-IoT. The rapid development of mobile solutions towards Health-IoT contains the risk of security and privacy. In this paper, a comprehensive trustworthy mobile solution based on architecture modeling with fuzzy-set theory towards Health-IoT is proposed. In particular, the solution is an semantics-based and fuzzy set theory mechanism to calculate trustworthiness for every stakeholders in mobility ecosystem for Health-IoT. An analytic methodology is presented backed with theoretical metrics and evaluated experimentally. The feasibility of the implemented about trustworthy mobile solution Health-IoT has been partly proven in field trials.",0,1
174,174,2021.0,Internet of Things (IoT) based Assistive Devices,"Bansal, M; Garg, S","In the 21st century, all electronic devices have the capability to communicate and exchange data and resources through the technology known as the Internet of Things (IoT). With the number of IoT-enabled devices growing at an exponential rate, it has limitless prospects to augment the standard of living for the differently-abled as it has great potential to significantly enhance the quality of all kinds of assistive devices. In this article, a few of the many applications of IoT in assistive devices were analyzed and discussed to examine the existing prototypes that have been developed for each of them. The applications discussed here are in the fields of navigation, communication, healthcare, and education for disabled people, and the future scope of the same is also examined.",0,1
175,175,2015.0,Cognitive Internet of Things: A Unified Perspective (Invited Paper),"Zaidi, SAR; Shakir, MZ; Imran, MA; Ghogho, M; Vasilakos, A; Qaraqe, K; McLernon, D","In this article, we present a unified perspective on the cognitive internet of things (CIoT). It is noted that the CIoT design is the convergence of energy harvesting, cognitive spectrum access and mobile cloud computing technologies. We unify these distinct technologies into a CIoT architecture which provides a flexible, dynamic, scalable and robust network design road-map for a large scale IoT deployment. A general statistical framework is developed and new metrices are introduced so that the design space of the CIoT can be quantitatively explored in the future. A brief overview of both the energy and spectral performances of the CIoT network is presented and its possible future extensions are highlighted.",0,1
176,176,2014.0,Extending the Internet of Things to the Future Internet through IPv6 support,"Jara, AJ; Varakliotis, S; Skarmeta, AF; Kirstein, P","Emerging Internet of Things (IoT)/Machine-to-Machine (M2M) systems require a transparent access to information and services through a seamless integration into the Future Internet. This integration exploits infrastructure and services found on the Internet by the IoT. On the one hand, the so-called Web of Things aims for direct Web connectivity by pushing its technology down to devices and smart things. On the other hand, the current and Future Internet offer stable, scalable, extensive, and tested protocols for node and service discovery, mobility, security, and auto-configuration, which are also required for the IoT. In order to integrate the IoT into the Internet, this work adapts, extends, and bridges using IPv6 the existing IoT building blocks (such as solutions from IEEE 802.15.4, BT-LE, RFID) while maintaining backwards compatibility with legacy networked embedded systems from building and industrial automation. Specifically, this work presents an extended Internet stack with a set of adaptation layers from non-IP towards the IPv6-based network layer in order to enable homogeneous access for applications and services.",0,1
177,177,2019.0,Application of big data technology in agricultural Internet of Things,"Zhang, CL; Liu, ZF","This article first analyzes big data technology. Then, the agricultural Internet of Things system was established, and the acquisition of agricultural data was achieved through the establishment of sensor modules, image acquisition modules, and meteorological acquisition modules. The data are transmitted to the server through GPRS communication technology and 3G network card to realize data transmission. The Web Service technology is used to connect the Internet of Things with the neural network model to achieve data interoperability. By comparing the prediction results and actual data of the model, it is found that the prediction error of the model designed in this article is less than 1%, and the high-precision prediction of agricultural data is realized, which provides an effective guidance for the improvement of agricultural product quality and yield.",3,1
178,178,2015.0,A distributed and flexible architecture for Internet of Things,"Fersi, G","The great breakthrough in technological devices has lead to the migration of actual Internet to the Internet of Things. There are merely trillions of smart dynamic objects that will be connected to the Internet and that interact and collaborate together independently from any physical location. This progress necessitates the proposal of an adequate architecture and routing process. In this paper, we propose a novel design and overlay architecture that fulfills the Internet of Things requirements. This approach is mainly based on Distributed Hash Table protocols to afford the required flexiblity and to handle efficiently mobility and churn cases. We present also a formal study that proves the efficiency of our proposed architecture. (C) 2015 The Authors. Published by Elsevier B.V.",1,1
179,179,2020.0,PP-SPEC: Securing Spectrum Allocation for Internet of Things,"Ding, XY; Tian, X; Liu, XH; Chen, YJ","The explosive growth of the Internet of Things (IoT) is posing a high pressure on the spectrum resources. Dynamic spectrum allocation is an effective solution for supporting massive IoT devices with limited spectrum resources, often implemented in the form of spectrum auction. Among diverse auction formats, double auctions feature multiple buyers and multiple sellers, which is applicable to a wide range of IoT scenarios. Nevertheless, the existing double auction mechanisms mostly focus on the design of truthfulness and ignore the importance of privacy preservation. Hence, in this article, we propose PP-SPEC, a truthful and privacy-preserving double auction mechanism that takes spatial reuse, spectrum heterogeneity, and multiminded bidders into account, and provides full privacy in terms of asking prices, bidding values, and locations. To tackle the challenge of privacy-preserving comparison over ciphertext field, we carefully designed a set of generic privacy-preserving ciphertext comparison protocols (PIC), including basic PIC (B-PIC) and extended PIC (E-PIC), by integrating additive homomorphic encryption and garbled circuits. Furthermore, we have theoretically proved the truthfulness and security of PP-SPEC. We have implemented and evaluated PP-SPEC, whose experimental results show high performance and practicability of PP-SPEC for real-life applications.",0,1
180,180,2012.0,"The Social Internet of Things (SIoT) - When social networks meet the Internet of Things: Concept, architecture and network characterization","Atzori, L; Iera, A; Morabito, G; Nitti, M","Recently there has been quite a number of independent research activities that investigated the potentialities of integrating social networking concepts into Internet of Things (IoT) solutions. The resulting paradigm, named Social Internet of Things (SIoT), has the potential to support novel applications and networking services for the IoT in more effective and efficient ways. In this context, the main contributions of this paper are the following: (i) we identify appropriate policies for the establishment and the management of social relationships between objects in such a way that the resulting social network is navigable; (ii) we describe a possible architecture for the IoT that includes the functionalities required to integrate things into a social network; (iii) we analyze the characteristics of the SIoT network structure by means of simulations. (c) 2012 Elsevier B.V. All rights reserved.",0,1
182,182,2018.0,Internet of Thing Based Vehicular Network System and Application,"Liu, PJ","As the current emerging and fiery industry, the Internet of Things has received much attention in all aspects of production and life. Transportation has developed a series of application technologies based on the Internet of Things, the most popular of which is the Internet of Vehicles. The standardization of pure electric vehicles provides a stable foundation for the realization of the Internet of Vehicles. Furthermore, it will further add necessary information collection and transmission modules such as sensors and communication units to realize the interconnection of vehicles, vehicles and vehicles, vehicles and infrastructure, and further form a wider coverage of the Internet of Vehicles. Under the control of the control center, real-time transmission and analysis of information is realized, which lays a foundation for the application of autonomous driving.",3,1
183,183,2012.0,Analysis on Applications of the Internet of Things in China Logisgics,"Xu, XB; Zhang, DH","With the development of sensing, wireless communication, and Internet technologies, we are now living in a world that is filled with various smart things the Internet of Things. This paper introduces and prospects an emerging research area the Internet of Things Application in China Logistics, which aims at revealing the opportunities, challenges and the explorations of this technology in China logistics. This paper discusses the application history, challenges encountered, advices and approaches for the application of the Internet of Things in China logistics.",2,1
184,184,2016.0,E-Commerce Model Based on the Internet of Things,"Hsu, LF","Over the past decade years, the rapid development of Internet-based technologies has resulted into the shorter life cycles of services. The fourth generation mobile communication technology standards, cloud computing, big data, wearable and physical networking will affect consumption behavior, and change the e-commerce module. This paper provides an e-commerce models for Internet of Things (loT), services and people applications. Though a literature survey, interviews and a survey among practitioners, we built blocks which are relevant in an Internet of Things business model, which can be focused on within these building blocks and the relative importance of these building blocks and types. The framework can be used for creating e-commerce models for Internet of Things applications.",0,1
185,185,2012.0,The Research of Data Mining Technology of Privacy Preserving in Sharing Platform of Internet of Things,"Chen, LY; Ren, GW","The development of the Internet of Things sets off the third waves of the world information industry after the invention and use of computer and Internet. The data mining technology plays a vital role in the development and promotion of Internet of Things, but it causes leakage problem of privacy information at the same time. In the light of the data mining association rules and randomized response method. We propose a new method, suppressible randomized response method (SRRM), and introduce the data mining algorithm of privacy protection based on SRR. Finally, this paper evaluates the privacy of the method.",2,1
188,188,2018.0,A Study on Internet of Things Technology and Its Application in Intelligent Logistics,"Duan, LM","The Internet of Things is called the third wave of the world's information industry following the computer and the Internet. With the Internet of Things being formally included in one of the country's five most important emerging strategic industries, the Internet of Things has created an upsurge in China and provided the technical prerequisites for the realization of intelligent logistics. Based on the author's learning and practical experience, this paper first analyzed the basic components of the Internet of Things system and then introduced the structure of the Internet of Things. Finally, this paper proposed the application of the Internet of Things technology in the intelligent logistics system. The intelligent logistics system centered on the Internet of Things technology integrates the warehousing, transportation, distribution and packaging in the logistics industry chain and it integrates radio frequency technology, wireless sensor network technology, logistics real-time tracking technology, networking and communication technology. The logistics industry has been greatly improved and optimized and it is in line with the new trends of intelligent, automatic and networked development of the logistics industry.",2,1
189,189,2014.0,Application of Wireless Access Control System in Internet of Things,"Zhu, D; Li, MF","This paper introduces an intelligent access control system of combining Internet of things technology and wireless communication technology. Through the analysis and research of Internet of things technology, wireless communication technology and traditional access control system, it combines with the three aspects of features, constructs a Internet of things as the basic construction, uses ZigBee wireless communication technology and adopts distribution control integrated control one-stop intelligence access control system.",2,1
190,190,2015.0,Caching in Named Data Networking for the Wireless Internet of Things,"Hail, MA; Amadeo, M; Molinaro, A; Fischer, S","Named Data Networking (NDN) is a promising Information-Centric future Internet architecture. Besides its recognized potentialities as a content retrieval solution in wired domains, NDN has been also recently considered as an enabling technology for the Internet of Things (IoT), thanks to its innovative features like named-based routing and in-network caching. In particular, the possibility of caching at intermediate nodes can be especially useful to reduce the retrieval delay, and limit the network traffic and the load on data producer. However, unlike traditional Internet contents, IoT data are typically transient and periodically refreshed by the producer. At the same time, unlike Internet routers, IoT devices can be resource-constrained, with limitations in terms of energy, storage and processing capabilities. Therefore, caching algorithms designed for (intransient) Internet traffic and Internet routers do not well suit IoT domains. In this paper, we consider a wireless NDN-IoT network and propose a novel distributed probabilistic caching strategy that relies on the freshness of data and on potentially constrained capabilities of devices (energy level and storage capacity). The proposed solution has been evaluated through simulations with ndnSIM and results show that it outperforms traditional NDN caching mechanisms in terms of data retrieval and network energy efficiency.",0,1
191,191,2017.0,INTERNET OF THINGS IN ENERGY INDUSTRY,"Sladek, P; Maryska, M","This paper is devoted to the analysis of the importance and usability of the Internet of Things in Energy Industry. Paper is based on research realized in utility company in Czech Republic. We are describing basic concepts of the Internet of Thing (JoT) and Industry 4.0, relation to Big Data and Information Systems in general. The most important part of the paper presents outputs of the research of business driven use cases enabled by JoT concept and technology. We analyzed possible cases where JoT can be used with more than 50 managers of this company. Applicability of JoT concept was analyzed in five different streams: Sales, Generation, Distribution, Mining and Facility. All identified use cases were prioritized based on business value and difficulty to implement them.",3,1
192,192,2020.0,Application Prospect of Internet of Things Technology in Rural Revitalization,"Zhang, XQ; Wang, YM","In order to better realize rural revitalization and promote the development of agriculture in the direction of intelligence and efficiency, people need to combine the Internet of Things technology with rural revitalization. Moreover, as the Internet of Things technology continues to improve, its role will become more and more obvious. This article summarizes the problems existing in the process of rural revitalization based on previous work experience. The author discusses the application prospects of the Internet of Things technology in rural revitalization from five aspects: Internet of Things smart agriculture, smart elderly care and medical care, Internet of Things course education, technology integration, and science and technology to promote agricultural modernization.",2,1
193,193,2020.0,"Internet of Everything (IoE) and Internet of Things (IoTs): Threat Analyses, Possible Opportunities for Future","Tyagi, AK; Nair, MM","Internet of Things (IoTs) or Internet Connected Things are changing human's being life a lot (in terms of living or accessibility). IoTs is merging of several things for building an infrastructure (like cyber physical systems, smart ecosystems) with using internet (for making communication system) to establish a smart interaction among people, applications and surrounding objects/ devices (like Road Side Units, access points, street light, etc.). Together this, Cloud is recognised as a crucial component of IoTs, which is used to provides valuable applications/ specific services in several areas like defence, farming, Transportation, home automation, etc. Also, cloud is used to provide storage to these connected devices. Now days, several IoT cloud providers are emerging into the market to increase the need or fulfil need of users/ consumers (i.e., by IoT based services). In result, Internet of Things (IoTs) based cloud (or cloud based IoTs) are everywhere in our daily lives/ applications like homes, hospitals, streets, prevent fires, and many more beneficial applications. This scenario is known as Internet of Everything. But, using such devices/ technology or much involvement of these IoT based clouds create several issues and challenges which has been presented in this article as a literature (in detail). In summary, this work investigates several research issues for future researcher (which are need to be focused), it also provide a direction for future (i.e., with respect to device management, system management, heterogeneity management, data management, tools for analysis, deployment, monitoring, visualization, and research). In last, few challenges also have been discussed that the researchers should take focus on in near future (in the next decade). This article provide a road to future researchers to work in respective area or in Internet of Things (IoTs) based cloud (or cloud based IoTs).",3,1
194,194,2015.0,Massive data processing techniques and model in Internet of things,"Wang, YB; Yan, QF; Liu, LQ","with the further development of Internet, rapid scales. Technology the expansion of Internet use is growing due to such rapid growth in this industry, the amount of data dealt by Internet of things becomes the feature of massive amount. The key problems that should be considered with, is how to efficiently processing these data, from which can get useful information, and then to provide intelligent decision. In connection with the new inquiry of massive data processing in the era of Internet of things. To understand the massive data processing technique is used in the Internet of things, through the analysis of massive, heterogeneous, Multi-dimension and dynamic network data. To explore from 4 aspects of the network data acquisition, data transmission, data model and storage, data processing applications, based on the data processing model of Internet of things technology system, construct a general network data storage, analysis and presentation model.",3,1
195,195,2015.0,Design of spectrometer based on the Internet of things,"Zheng, LY; Sun, J; Wu, HQ","The features, architecture, hardware connection, application software and the transfer protocol about the spectrometer based on the internet of things are presented in this paper. Applying the technology of the internet of things, it can enhance the real-time and remote control ability of spectrometer, improve the production efficiency and quality. This spectrometer based on the internet of things will play a more important role in the industrial production.",3,1
196,196,2015.0,The Perceptual Environment Security Mechanism Research for Internet of Things,"Ma, SD; Huang, H","The Internet of things has become the computer and the Internet after the wave of new information technologies. The goal of the Internet of things is a comprehensive perception, on the basis of Internet technology and platform, to build a person connected to the object, content and the content of the platform. The deepening of the research in recent years, along with the Internet of things, and the Internet of things applications of expansion, it to the further development of information society brings new change, at the same time, Internet information security problem also gradually aroused the concern of the industry is larger.",3,1
