Title,Abstract,Year,PDF Link,Authors,Source,Relevant
Microformats: The Next (Small) Thing on the Semantic Web?,"Clever application of existing XHTML elements and class attributes can make it easier to describe people, places, events, and other semistructured information in human-readable form. In this paper, the author takes a more detailed look at some examples of microformats, the general principles by which they can be constructed, and how a community of users is forming around these seemingly ad hoc specifications to advance the cause of what some call an alternative to the semantic Web, the ""lowercase semantic Web"".",2006,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1580416,By Rohit Khare,"Found in: IEEE Internet Computing 
Issue Date:January 2006 
pp. 68-75",0
Mobrex: Visualizing Users' Mobile Browsing Behaviors,"This paper deals with the Mobile Browsing Explorer (Mobrex) to give analysts a set of interactive visualizations that highlight various aspects of how users browse an information space. Here, we describe the tool and demonstrate its support of a user study of three browsing techniques for mobile maps. Although we mainly focus here on PDAs and mobile map browsing, Mobrex can easily support analysts studying user interaction with other information spaces and other devices, including mobile phones and desktop computers.",2008,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4418746,"By Stefano Burigat , Luca Chittaro , Lucio Ieronutti","Found in: IEEE Computer Graphics and Applications 
Issue Date:January 2008 
pp. 24-32",0
Never the CS and IS Twain Shall Meet?,"An enormous intellectual distance exists between the fields of computer science and information systems, which needs to be fixed soon.",2005,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1504677,By Robert L. Glass,"Found in: IEEE Software  
Issue Date:September 2005 
pp. 120, 119",0
On the adaptation of Grounded Theory procedures: Insights from the evolution of the 2G method,"Purpose
? To articulate the interpretations and adaptations of Grounded Theory made within the 2G method, and the motivations behind them.

Design/methodology/approach
? Literature review and conceptual approach reflecting on the authors' experience of having developed the 2G method.

Findings
? Identifies six adaptations of Grounded Theory as being of particular interest. Five relate to method procedures, namely: developing a core category; coding interview data; exposing evolving theories to stakeholders; developing multiple concept frameworks; and inter?linking concepts. The sixth relates to expectations on method users, and the tension between expertise relating to the phenomenon being analysed, and openness in interpreting the data.

Research limitations/implications
? Shows how Grounded Theory procedures have been adapted and used in IS methods. Specifically, the paper illustrates and makes explicit how a specific method (the 2G method) has evolved.

Practical implications
? Provides insights for users of Grounded Theory (GT) and developers of IS methods on how GT procedures have been interpreted and adapted in previous and the authors' own research.

Originality/value
? Provides insights into how Grounded Theory (GT) procedures have been adapted for use in other IS methods, with insights from the authors' own experience of having developed the 2G method. Reflects on the use of GT procedures in a number of case studies related to tool evaluation. Identifies six areas in which specific interpretations or adaptations of GT were considered necessary in the contexts in which the studies were undertaken, and justifies these six departures from standard interpretations of GT procedures.",2005,http://www.emeraldinsight.com/doi/abs/10.1108/09593840510615842,"Lings, B.a , Lundell, B.b","(2005) Information Technology and People, 18 (3), pp. 196-211.",0
Open Source Software in Industry,"Many of today's most innovative products and solutions are developed on the basis of free and open source software (FOSS). Most of us can no longer imagine the world of software engineering without open source operating systems, databases, application servers, Web servers, frameworks, and tools. Brands such as Linux, MySQL, Apache, and Eclipse have shaped product and service development. They facilitate competition and open markets as well as innovation to meet new challenges. De facto FOSS standards such as Eclipse and Corba simplify the integration of products, whether they're all from one company or from multiple suppliers. IEEE Software has assembled this theme section to provide a brief yet practical overview of where FOSS is heading.",2008,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4497764,By Christof Ebert,"Found in: IEEE Software 
Issue Date:May 2008 
pp. 52-53",0
Practical Guidelines for Expert-Judgment-Based Software Effort Estimation,"This article presents seven guidelines for producing realistic software development effort estimates. The guidelines derive from industrial experience and empirical studies. While many other guidelines exist for software effort estimation, these guidelines differ from them in three ways: 1) They base estimates on expert judgments rather than models. 2) They are easy to implement. 3) They use the most recent findings regarding judgment-based effort estimation. Estimating effort on the basis of expert judgment is the most common approach today, and the decision to use such processes instead of formal estimation models shouldn't be surprising. Simple process changes such as reframing questions can lead to more realistic estimates of software development efforts.",2005,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1438330,By Magne Jorgensen,"Found in: IEEE Software 
Issue Date:May 2005 , pp. 57-63",0
Predicting Bugs from History,"The author gives an indication of the accuracy attainable with RF numerical methods in the prediction of those quantities which depend upon the near-field of radiating structures. A wire-mesh RF mathematical model of a medium size airliner is described. Using this model, and with NEC as the solution code, predictions are presented of the terminal reactance of an installed `long-wire' HF antenna. These represent true predictions rather than `post-dictions' because the RF mathematical model does not incorporate any empirically derived information. The difficulties involved in obtaining the corroborative measurements are examined and direct comparison with the predictions is made. The particular antenna configuration chosen for this study is considered to constitute a stringent test of the predictions. The agreement between calculation and subsequent measurement is fair",1991,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=98339,"Thomas Zimmermann, Nachiappan Nagappan and Andreas Zeller","Book Software Evolution, Part I, Pages 69-88, SpringerLink Date Friday, January 25, 2008",0
Project Management within Virtual Software Teams,"When implementing software development in a global environment, a popular strategy is the establishment of virtual teams. The objective of this paper is to examine the effective project management of this type of team. In the virtual team environment problems arise due to the collaborative nature of software development and the impact distance introduces. Distance specifically impacts coordination, visibility, communication and cooperation within a virtual team. In these circumstances the project management of a virtual team must be carried out in a different manner to that of a team in a single-site location. Results from this research highlighted six specific project management related areas that need to be addressed to facilitate successful virtual team operation. Organizational structure, risk management, infrastructure, process, conflict management and team structure and organization. Additional related areas are the sustained support of senior management and the provision of effective infrastructure",2006,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4031740,"By Valentine Casey , Ita Richardson","Found in: International Conference on Global Software Engineering (ICGSE'06)
Issue Date:October 2006 
pp. 33-42",0
Protocols in the use of empirical software engineering artifacts,"Ethnography is a powerful qualitative empirical approach which can be used to understand and hence improve work practice. Ethnographically-informed methods are widely adopted in the Social Sciences but are not so popular with software engineering researchers. As with many inter-disciplinary approaches, ethnographic methods can be misunderstood and misapplied, leading to results being dismissed with a &#x201C;so what?&#x201D; response. Drawing on my own and other's experience of applying this approach in empirical studies of software practice, I will provide an overview of the role of ethnography in Software Engineering research. I will describe the use of ethnographic methods as a means to provide an in-depth understanding of the socio-technological realities surrounding everyday software development practice. The knowledge gained can be used to understand developers' work practices, to inform the development of new processes, methods and tools, and to evaluate and evolve existing practices.",2012,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6272512,"Victor R. Basili, Marvin V. Zelkowitz, Dag I. K. Sj?berg, Philip Johnson and Anthony J. Cowling","Empirical Software Engineering, Volume 12, Number 1 / February, 2007",0
"Software engineering: The past, the future, and your TCSE.","Although it has seen some spectacular successes, the software engineering field still has room for improvement. The Technical Council on Software Engineering is committed to advancing the development, application, and adoption of software engineering.",2005,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1463217,K. Read.,"Ieee Software 22 (4):106-107, 2005.",0
Statistical significance testing - a panacea for software technology experiments?,"<p>Empirical software engineering has a long history of utilizing statistical significance testing, and in many ways, it has become the backbone of the topic. What is less obvious is how much consideration has been given to its adoption. Statistical significance testing was initially designed for testing hypotheses in a very different area, and hence the question must be asked: does it transfer into empirical software engineering research? This paper attempts to address this question. The paper finds that this transference is far from straightforward, resulting in several problems in its deployment within the area. Principally problems exist in: formulating hypotheses, the calculation of the probability values and its associated cut-off value, and the construction of the sample and its distribation. Hence, the paper concludes that the topic should explore other avenues of analysis, in an attempt to establish which analysis approaches are preferable under which conditions, when conducting empirical software engineering studies.</p>",2004,http://dl.acm.org/citation.cfm?id=1035096&CFID=932212851&CFTOKEN=68964170,J. Miller.,"Journal of Systems and Software 73 (2):183-192, 2004.",0
The art and science of software architecture.,"In this paper we propose some security mechanisms that can be used in a multimedia content distribution system with digital rights management (DRM) to ensure that the software tools used in the client side are trusted not only in the moment when they are installed but during their whole life operation. For this purpose, certification, verification, reverification and recertification mechanisms are described, discussing the advantages as well as the drawbacks of using such techniques. A complex use case is presented to complement the description of the proposed mechanisms. The presented architecture and mechanisms are being implemented in the AXMEDIS project, which aims to create an innovative technology framework for the automatic production, protection and distribution of digital cross media contents over a range of different media channels, including PC (on the Internet), PDA, kiosks, mobile phones and i-TV.",2007,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4402860,A. W. Brown and J. A. McDermid.,"International Journal of Cooperative Information Systems 16 (3-4):439-466, 2007.",0
Using Repository of Repositories (RoRs) to Study the Growth of F/OSS Projects: A Meta-Analysis Research Approach,"AbstractFree/Open Source Software (F/OSS) repositories contain valuable data and their usefulness in studying software development and community activities continues to attract a lot of research attention. A trend in F/OSS studies is the use of metadata stored in a repository of repositories or RoRs. This paper utilizes data obtained from such RoRs -FLOSSmole- to study the types of projects being developed by the F/OSS community. We downloaded projects by topics data in five areas (Database, Internet, Software Development, Communications, and Games/Entertainment) from Flossmoles raw and summary data of the sourceforge repository. Time series analysis show the numbers of projects in the five topics are growing linearly. Further analysis supports our hypothesis that F/OSS development is moving up the stack from developer tools and infrastructure support to end-user applications such as Databases. The findings have implications for the interpretation of the F/OSS landscape, the utilization and adoption of open source databases, and problems researchers might face in obtaining and using data from RoRs.",2007,http://dx.doi.org/10.1007/978-0-387-72486-7_12,"Sulayman K. Sowe, L. Angelis, I. Stamelos and Y. Manolopoulos","Book Series IFIP International Federation for Information Processing, Volume 234/2007, Book Open Source Development, Adoption and Innovation, Pages 147-160, SpringerLink Date Friday, August 10, 2007",0
Using RFID Technologies to Capture Simulation Data in a Hospital Emergency Department,"Simulation professionals understand the importance of accurate data for model validation. Traditional sources of simulation data come from information technology systems, manual records from staff, observations, and estimates by subject matter experts. This paper discusses how radio frequency identification (RFID) technologies were used on a recent consulting engagement at a hospital. Data collected through RFID can validate or replace activity duration estimates from traditional sources. However, the accuracy and cost effectiveness of RFID is not guaranteed. A sound methodology was developed, which included rigorous planning and testing of hardware, processes and data analysis. Hardware vendors needed to understand what the simulation required so they could properly setup equipment and software. Also, ED staff needed to understand the purpose of this data collection to avoid anxiety about personnel evaluations. Finally, efficient and reliable issue and collection of patient tags was crucial to the success of this effort",2006,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4117760,"By M.J. Miller , D.M. Ferrin , T. Flynn , M. Ashby , K. Preston White , M.G. Mauer","Found in: Proceedings of the 2006 Winter Simulation Conference  
Issue Date:December 2006 
pp. 1365-1371",0
Web engineering security: a practitioner's perspective,"Security is an elusive target in today's high-speed and extremely complex, Web enabled, information rich business environment. This paper presents the idea that there are essential, basic organizational elements that need to be identified, defined and addressed before examining security aspects of a Web engineering development process. These elements are derived from empirical evidence based on a Web survey and supporting literature. This paper makes two contributions. The first contribution is the identification of the Web engineering specific elements that need to be acknowledged and resolved prior to the assessment of a Web engineering process from a security perspective. The second contribution is that these elements can be used to help guide security improvement initiatives in Web engineering",2007,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4159866,"William Bradley Glisson, Andrew McDonald, Ray Welland","ICWE '06: Proceedings of the 6th international conference on Web engineering , July 2006 , Publisher: ACM",0
2D-3D MultiAgent GeoSimulation with Knowledge-Based Agents of Customers? Shopping Behavior in a Shopping Mall,"<p>In this paper we present a simulation prototype of the customers&#39; shopping behavior in a mall using a knowledge-based multiagent geosimulation approach. The shopping behavior in a shopping mall is performed in a geographic environment (a shopping mall) and is influenced by several shopper&#39;s characteristics (internal factors) and factors which are related to the shopping mall (external or situational factors). After identifying these <i>factors</i> from a large literature review we grouped them in what we called &#8220;<i>dimensions</i>&#8221;. Then we used these dimensions to design the knowledge-based agents&#39; models for the shopping behavior simulation. These models are created from empirical data and implemented in the MAGS geosimulation platform. The empirical data have been collected from questionnaires in the <i>Square One shopping mall</i> in Toronto (Canada). After presenting the main characteristics of our prototype, we discuss how mall&#39;s managers of the <i>Square One </i>can use the Mall_MAGS prototype to make decisions about the mall spatial configuration by comparing different simulation scenarios. The simulation results are presented to mall&#39;s managers through a user-friendly tool that we developped to carry out data analysis.</p>",2005,http://dl.acm.org/citation.cfm?id=2156644&CFID=932214625&CFTOKEN=82614389,Walid Ali and Bernard Moulin,"Book Series Lecture Notes in Computer Science, Volume 3693/2005, Book Spatial Information Theory, Pages 445-458, SpringerLink Date Tuesday, September 27, 2005",0
2nd International Workshop on Realising Evidence-Based Software Engineering (REBSE-2),"The REBSE international workshops are concerned with exploring the adaptation and use of the evidence-based paradigm in software engineering research and practice. The workshops address this goal through a mix of presentations and discussion, drawing upon ideas and experiences from other disciplines where appropriate.",2007,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4222713,"David Budgen, Barbara Kitchenham, Pearl Brereton, Mark Turner","ICSE COMPANION '07: Companion to the proceedings of the 29th International Conference on Software Engineering , May 2007 , Publisher: IEEE Computer Society",0
2nd InternationalWorkshop on Realising Evidence-Based Software Engineering (REBSE-2): Overview and Introduction,"The REBSE international workshops are concerned with exploring the adaptation and use of the evidence-based paradigm in software engineering research and practice, through a mix of presentations and discussion. Here, we provide some background about evidence-based software engineering and its current state.",2007,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4273273,"Barbara Kitchenham, David Budgen, Pearl Brereton, Mark Turner","REBSE '07: Proceedings of the Second International Workshop on Realising Evidence-Based Software Engineering  , May 2007",0
A Bayesian Approach to Modelling Users? Information Display Preferences,"<p>This paper describes the process by which we constructed a user model for ERST &#8211; an External Representation Selection Tutor &#8211; which recommends external representations (ERs) for particular database query task types based upon individual preferences, in order to enhance ER reasoning performance. The user model is based on experimental studies which examined the effect of background knowledge of ERs upon performance and preferences over different types of tasks.</p>",2005,http://dl.acm.org/citation.cfm?id=2136778&CFID=932218970&CFTOKEN=17001112,Beate Grawemeyer and Richard Cox,"Book Series: Lecture Notes in Computer Science, Publisher Springer Berlin / Heidelberg, ISSN 0302-9743 (Print) 1611-3349 (Online), Volume 3538/2005, Book: User Modeling 2005, ISBN 978-3-540-27885-6,  Pages 225-230, SpringerLink Date Friday, August 19, 2005",0
A Bayesian Model for Predicting Reliability of Software Systems at the Architectural Level,"<p>Modern society relies heavily on complex software systems for everyday activities. Dependability of these systems thus has become a critical feature that determines which products are going to be successfully and widely adopted. In this paper, we present an approach to modeling reliability of software systems at the architectural level. Dynamic Bayesian Networks are used to build a stochastic reliability model that relies on standard models of software architecture, and does not require implementation-level artifacts. Reliability values obtained via this approach can aid the architect in evaluating design alternatives. The approach is evaluated using sensitivity and uncertainty analysis.</p>",2007,http://dl.acm.org/citation.cfm?id=1784871&CFID=932215938&CFTOKEN=72635320,"Roshanak Roshandel, Nenad Medvidovic and Leana Golubchik","Book Series Lecture Notes in Computer Science, Volume 4880/2008, Book Software Architectures, Components, and Applications, Pages 108-126, SpringerLink Date Wednesday, January 30, 2008",0
A brief survey of program slicing,"This paper presents a survey about different types of fuzzy information measures. A number of schemes have been proposed to combine the fuzzy set theory and its application to the entropy concept as a fuzzy information measurements. The entropy concept, as a relative degree of randomness, has been utilized to measure the fuzziness in a fuzzy set or system. However, a major difference exists between the classical Shannon entropy and the fuzzy entropy. In fact while the later deals with vagueness and ambiguous uncertainties, the former tackles probabilistic uncertainties (randomness)",2001,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1008855,"Baowen Xu, Ju Qian, Xiaofang Zhang, Zhongqiang Wu, Lin Chen","ACM SIGSOFT Software Engineering Notes,   Volume 30 Issue 2, March 2005, Publisher: ACM",0
A Case History of International Space Station Requirement Faul,"There is never enough time or money to perform verification and validation (V&amp;V) or independent verification and validation (IV&amp;V) on all aspects of a software development project, particularity for complex computer systems. We have only high-level knowledge of how the potential existence of specific requirements faults increases project risks, and of how specific V&amp;V techniques (requirements tracing, code analysis, etc.) contribute to improved software reliability and reduced risk. An approach to this problem, fault-based analysis, is proposed and a case history of the National Aeronautics and Space Administration's (NASA) International Space Station (ISS) project is presented to illustrate its use. Specifically, a tailored requirement fault taxonomy was used to perform trend analysis of the historical profiles of three ISS computer software configuration items as well as to build a prototype common cause tree. ISS engineers evaluated the results and extracted lessons learned",2006,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1690351,"By Jane Huffman Hayes , Inies C.M. Raphael , Elizabeth Ashlee Holbrook , David M. Pruett","Found in: 11th IEEE International Conference on Engineering of Complex Computer Systems (ICECCS'06) 
Issue Date:August 2006 
pp. 17-26",0
A case study of combining i* framework and the Z notation,"Agent-oriented conceptual modeling (AoCM) frameworks are gaining wider popularity in software engineering. In this paper, we are using AoCM framework i* and the Z notation together for requirements engineering (RE). Most formal techniques like Z are suitable for and designed to work in the later phases of RE and early design stages of system development. We argue that early requirements analysis is a very crucial phase of software development. Understanding the organisational environment, reasoning and rationale underlying requirements along with the goals and social dependencies of its stakeholders are important to model and build effective computing systems. The i* framework is one such language which addresses early stage RE issues cited above extremely well. It supports the modeling of social dependencies between agents with respect to tasks and goals both functional and non-functional. We have developed a methodology involving the combined use of i* and the Z notation for agent-oriented RE. In our approach we suggest to perform one-to-one mapping between i* framework and Z. At the first instance general i* model has been mapped into Z schemas, and then i* diagrams of the Emergency Flood Rescue Management Case Study are mapped into Z. Some steps explaining further information refinement with examples are also provided. Using Z specification schemas, we are in a position to express properties that are not restricted to the current state of the system, but also to its past and future history. The case study described in this paper is taken from one of the most important responsibilities of the emergency services agency, managing flood rescue and evacuation operations. By using this case study, we have tested the effectiveness of our methodology to a real-life application",2004,http://core.ecu.edu/vilkomirs/papers/vilkomir-iceis.pdf,"Aneesh Krishna, Sergiy Vilkomir, Aditya Ghose","Proceedings of ICEIS-2004: The 6th International Conference on Enterprise Information Systems, Porto",0
A Case Study of Reading Techniques in a Software Company,"Software inspection is an efficient method to detect faults early in the software lifecycle. This has been shown in several empirical studies together with experiments on reading techniques. However, experiments in industrial settings are often considered expensive for a software organization. Hence, many evaluations are performed in the academic environment with artificial documents. In this paper, we describe an empirical study in a software organization where a requirements document under development is used to compare two reading techniques. There are several benefits as well as drawbacks of using this kind of approach, which are extensively discussed in the paper. The reading techniques compared is the standard technique used in the organization (checklist-based) with the test perspective of perspective-based reading. The main result is that the test perspective of perspective-based reading seems more effective and efficient than the company standard method. The impact of this study is that the software organization will apply the new reading technique in future requirements inspections.",2004,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1334910,"By Tomas Berling , Thomas Thelin","Found in: 2004 International Symposium on Empirical Software Engineering (ISESE'04) ,Issue Date:August 2004 , pp. 229-238",0
A Case Study: CRM Adoption Success Factor Analysis and Six Sigma DMAIC Application,"With today's increasingly competitive economy, many organizations have initiated customer relationship management (CRM) projects to improve customer satisfaction, revenue growth and employee productivity gains. However, only a few successful CRM implementations have successfully completed. In order to enhance the CRM implementation process and increase the success rate, in this paper, first we present the most significant success factors for CRM implementation identified by the results of literature reviews and a survey we conducted. Then we propose a strategy to integrate Six Sigma DMAIC methodology with the CRM implementation process addressing five critical success factors (CSF). Finally, we provide a case study to show how the proposed approach can be applied in the real CRM implementation projects. We conclude that by considering the critical success factors, the proposed approach can emphasize the critical part of implementation process and provide high possibility of CRM adoption success.",2007,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4297022,"By Zhedan Pan , Hoyeon Ryu , Jongmoon Baik","Found in: 5th ACIS International Conference on Software Engineering Research, Management & Applications (SERA 2007) 
Issue Date:August 2007 , pp. 828-838",0
A cautionary note on checking software engineering papers for plagiarism.,"Several tools are marketed to the educational community for plagiarism detection and prevention. This article briefly contrasts the performance of two leading tools, TurnItIn and MyDropBox, in detecting submissions that were obviously plagiarized from articles published in IEEE journals. Both tools performed poorly because they do not compare submitted writings to publications in the IEEE database. Moreover, these tools do not cover the Association for Computing Machinery (ACM) database or several others important for scholarly work in software engineering. Reports from these tools suggesting that a submission has ldquopassedrdquo can encourage false confidence in the integrity of a submitted writing. Additionally, students can submit drafts to determine the extent to which these tools detect plagiarism in their work. Because the tool samples the engineering professional literature narrowly, the student who chooses to plagiarize can use this tool to determine what plagiarism will be invisible to the faculty member. An appearance of successful plagiarism prevention may in fact reflect better training of students to avoid plagiarism detection.",2008,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4455465,C. Kaner and R. L. Fiedler.,"Ieee Transactions on Education 51 (2):184-188, 2008.",0
"A citation analysis of the ACE2005--2007 proceedings, with reference to the June 2007 CORE conference and journal rankings","<p>This paper compares the CORE rankings of computing education conferences and journals to the frequency of citation of those journals and conferences in the ACE2005, 2006 and 2007 proceedings. The assumption underlying this study is that citation rates are a measure of esteem, and so there should be a positive relationship between citation rates and rankings. The CORE conference rankings appear to broadly reflect the ACE citations, but there are some inconsistencies between citation rates and the journal rankings. The paper also identifies the most commonly cited books in these ACE proceedings. Finally, in the spirit of ""<i>Quis custodiet ipsos custodes?""</i> the paper discusses some ways in which the CORE rankings process itself might in future be made more transparent and open to scholarly discourse.</p>",2008,http://dl.acm.org/citation.cfm?id=1379258&CFID=932218899&CFTOKEN=37645224,"Raymond Lister, Ilona Box","ACE '08: Proceedings of the tenth conference on Australasian computing education - Volume 78,   Volume 78 , January 2008, Publisher: Australian Computer Society, Inc.",0
A Classification Proposal for Computer-Assisted Knee Systems,"This paper compares classification techniques to identify several power quality disturbances in a frame of smart metering design for smart grids with high penetration of PV systems. These techniques are: Linear Discriminant Analysis (LDA), Nearest Neighbor Method (kNN), Learning Vector Quantization (LVQ) and Support Vector Machine (SVM). For this purpose, fourteen power-quality features based in higher-order statistics are used to assist classification. Special attention is paid to the spectral kurtosis, whose nature enables measurement options related to the impulsiveness of the power quality events. The best technique of those compared is selected according to correlation and mistake rates. Results clearly reveal the potential capability of the methodology in classifying the single disturbances. Concretely, the SVM classifier obtained an average correlation rate of 99%. Hence, concluding that it is a robust classification method.",2015,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7125534,"F. Picard, J. Moody, B. Jaramaz, A. DiGioia, C. Nikou and R.S. LaBarca","Book Series Lecture Notes in Computer Science, Volume 1935/2000, Book Medical Image Computing and Computer-Assisted Intervention ? MICCAI 2000, Pages 1145-1151, SpringerLink Date Wednesday, February 11, 2004",0
A Cognitive-Based Mechanism for Constructing Software Inspection Teams,"Software inspection is well-known as an effective means of defect detection. Nevertheless, recent research has suggested that the technique requires further development to optimize the inspection process. As the process is inherently group-based, one approach to improving performance is to attempt to minimize the commonality within the process and the group. This work proposes an approach to add diversity into the process by using a cognitively-based team selection mechanism. The paper argues that a team with diverse information processing strategies, as defined by the selection mechanism, maximize the number of different defects discovered.",2004,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1359772,Zhichao Yin / James Miller,"IEEE Transactions on Software Engineering,   Volume 30 Issue 11, November 2004, Publisher: IEEE Press",0
A Collaborative Augmented Reality System Using Transparent Display,"Augmented reality is a technique to integrate the virtual (i.e., computer-generated) information with objects in the real world. Real world objects can thus be augmented in their properties and functions with the help of a computer. One of the authors has proposed an augmented reality system in which a transparent display is used as a means of integration of the real world and the virtual world. This paper discusses an extension of the system so that it can be used in a collaborative working environment. Capturing the gesture as a means of user interaction is realized by a single camera, aiming at simplifying the system setup and image analysis. We propose an idea of utilizing statistical data of human body and human's perceptional characteristics, as well as vision techniques. Two applications are presented to explain the usefulness of the system: one is a game-like application, which we call mind-to-mind communication, and the other a messenger object.",2004,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1376689,"By Masahito Hirakawa , Satoshi Koike","Found in: IEEE Sixth International Symposium on Multimedia Software Engineering (ISMSE'04) 
Issue Date:December 2004 
pp. 410-416",0
A comparative analysis of the efficiency of change metrics and static code attributes for defect prediction,"In this paper we present a comparative analysis of the predictive power of two different sets of metrics for defect prediction. We choose one set of product related and one set of process related software metrics and use them for classifying Java files of the Eclipse project as defective respective defect-free. Classification models are built using three common machine learners: logistic regression, naive Bayes, and decision trees. To allow different costs for prediction errors we perform cost-sensitive classification, which proves to be very successful: &gt;75% percentage of correctly classified files, a recall of &gt;80%, and a false positive rate &lt;30%. Results indicate that for the Eclipse data, process metrics are more efficient defect predictors than code metrics.",2008,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4814129,"Raimund Moser, Witold Pedrycz, Giancarlo Succi","May 2008 
ICSE '08: Proceedings of the 30th international conference on Software engineering 
Publisher: ACM
ABSTRACT",0
A Comparative Longitudinal Study of Non-verbal Mouse Pointer,"<p>A longitudinal study of two non-speech continuous cursor control systems is presented in this paper: Whistling User Interface (U<sup>3</sup>I) and Vocal Joystick (VJ). This study combines the quantitative and qualitative methods to get a better understanding of novice users' experience over time. Three hypotheses were tested in this study. The quantitative data show that U<sup>3</sup>I performed better in error rate and in simulating a mouse click; VJ was better on other measures. The qualitative data indicate that the participants' opinions regarding both tools improved day-by-day. U<sup>3</sup>I was perceived as less fatiguing than VJ. U<sup>3</sup>I approached the performance of VJ at the end of the study period, indicating that these two systems can achieve similar performances as users get more experienced in using them. This study supports two hypotheses but does not provide enough evidence to support one hypothesis.</p>",2007,http://dl.acm.org/citation.cfm?id=1778386&CFID=932210075&CFTOKEN=11825007,"Murni Mahmud, Adam J. Sporka, Sri H. Kurniawan and Pavel Slav?k","Book Series Lecture Notes in Computer Science, Volume 4663/2007, Book Human-Computer Interaction ? INTERACT 2007, Pages 489-502, SpringerLink Date Friday, September 07, 2007",0
A Comparison of Requirements Specification Methods from a Software Architecture Perspective,"One of the key challenges to producing high-quality software architecture is identifying and understanding the software's architecturally significant requirements. These requirements are the ones that have the most far-reaching effect on the architecture. In this report, five methods for the elicitation and expression of requirements are evaluated with respect to their ability to capture architecturally significant requirements. The methods evaluated are requirements specification using natural language, use case analysis, the Quality Attribute Workshop (developed by the Carnegie Mellon Software Engineering Institute), global analysis, and an approach developed by Fergus O'Brien. These methods were chosen because they are in widespread use or emphasize the capture of architecturally significant requirements. Three problems must be solved to systematically transform business and mission goals into architecturally significant requirements: (1) the requirements must be expressed in a form that provides the information necessary for design; (2) the elicitation of the requirements must capture architecturally significant requirements; and (3) the business and mission goals must provide systematic input for elicitation process. The primary finding from the evaluation of these methods is that there are promising solutions to the first two problems. However, there is no method for systematically considering the business and mission goals in the requirements elicitation.",2006,http://repository.cmu.edu/sei/389/,"Len Bass, John Bergey, Paul Clements, Paulo Merson, Ipek Ozkaya, Raghvinder Sangwan","TECHNICAL REPORT, CMU/SEI-2006-TR-013, ESC-TR-2006-013, August 2006",0
A comprehensive synthesis of research,The paper introduces the concept of reflection matrices in the coupling matrix filter reconfiguration. It is shown that reflection matrices are complementary to rotation matrices a useful concept that can be used alternatively to rotation matrices in the similarity transformations that are applied in order to transform the coupling matrix to a suitable form. A cross-coupled filter example is given where both concepts are used.,2015,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7411795,Niki Davis and Roger Carlsen,"Book Series IFIP International Federation for Information Processing, Volume 161/2005, Book Education and the Knowledge Society, Pages 3-14, SpringerLink Date Saturday, December 17, 2005",0
A Computational Method for Viewing Molecular Interactions in Docking,"<p>A huge amount of molecular data is available in protein data bank and various other libraries and this amount is increasing day by day. Devising new and efficient computational methods to extract useful information from this data is a big challenge for the researchers working in the field. Computational molecular docking refers to computational methods which attempt to obtain the best binding conformation of two interacting molecules. Information of the best binding conformation is useful in many applications such as rational drug design, recognition, cellular pathways, macromolecular assemblies, protein folding etc. Docking has three important aspects: (i) modeling of molecular shape, (ii) shape matching and (iii) scoring and ranking of potential solutions. In this paper, a new approach is proposed for shape matching in rigid body docking. The method gives visual information about the matching conformations of the molecules. In the approach proposed here, B-spline surface representation technique is used to model the patches of molecular surface. Surface normal and curvature properties are used to match these patches with each other. The 2-D approach used here for generation of surface patches is useful to pixellisation paradigm.</p>",2006,http://dl.acm.org/citation.cfm?id=1759380&CFID=932209984&CFTOKEN=73070729,"Vipin K. Tripathi, Bhaskar Dasgupta and Kalyanmoy Deb","Book Series Lecture Notes in Computer Science, Volume 4370/2007, Book Pixelization Paradigm, Pages 152-163, SpringerLink Date Saturday, May 19, 2007",0
